 ,Label,Area,Length
60,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1488-1127,200.370,251.879
61,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1023-1400,171.594,213.621
62,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1047-1364,141.751,177.336
63,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1056-1463,178.521,219.863
64,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1118-1449,235.542,288.630
65,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1116-1605,259.522,325.163
66,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1065-1556,83.665,106.524
67,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1064-1652,64.481,79.584
68,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1167-1688,174.258,220.236
69,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1187-1943,330.931,417.041
70,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1139-1842,309.082,389.660
71,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1416-1995,183.318,221.967
72,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1500-1970,302.687,370.987
73,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1628-1934,205.167,256.618
74,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1566-1934,117.771,149.647
75,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1764-1887,192.910,246.589
76,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1817-1884,94.323,114.163
77,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1934-1860,346.918,434.983
78,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:2030-1836,59.685,75.449
79,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:2021-1743,90.060,115.199
80,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:2006-1643,147.080,188.738
81,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1985-1524,393.813,486.728
82,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1953-1400,179.054,231.792
83,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1944-1305,141.751,180.653
84,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1911-1215,188.114,244.214
85,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1926-1016,394.879,499.437
86,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1850-1022,25.046,33.147
87,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1944-0690,1028.497,1289.406
88,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1968-0077,152.942,201.866
89,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1848-0066,257.391,322.701
90,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1779-0039,101.784,130.575
91,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1719-0063,276.042,346.520
92,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1667-0021,71.409,89.389
93,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1583-0048,160.936,204.204
94,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1481-0042,171.061,203.889
95,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1178-0150,521.709,648.328
96,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1145-0366,326.668,405.960
97,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1145-0504,94.323,115.947
98,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1064-0579,369.300,449.613
99,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1059-0467,198.239,246.627
100,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1070-0386,72.474,90.496
101,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1118-0261,202.502,250.545
102,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1134-0158,103.383,127.709
103,Stack_Frontview01_Labeled_Covered_Area_overlay.tif:1149-0017,69.277,86.057
